"Southern Berkshire Regional School District","MA","416222","https://www.sbrsd.org/","ERROR","javax.net.ssl.SSLHandshakeException: java.security.cert.CertificateException: No subject alternative DNS name matching www.sbrsd.org found.","1"
"Spencer","MA","762","https://www.spencerma.gov/","ERROR","java.net.ConnectException: Connection refused: connect","1"
"Springfield","PA","278242","https://www.springfieldbucks.org/","NONE","NONE","145"
"Starke","FL","5442","https://www.cityofstarke.org/","ERROR","javax.net.ssl.SSLException: Unrecognized SSL message, plaintext connection?","1"
"Sterling","MA","764","https://www.sterling-ma.gov/","NONE","NONE","194"
"Stoneham","MA","766","https://www.stoneham-ma.gov/","ERROR","javax.net.ssl.SSLHandshakeException: java.security.cert.CertificateException: No name matching www.stoneham-ma.gov found","1"
"Stoughton Public Schools","MA","414352","https://www.stoughtonschools.org/","NONE","NONE","228"
"Stow","MA","768","https://www.stow-ma.gov//finance-committee/links/stow-budget-analysis-tool","https://claim-civic.cleargov.com","Link","251"
"Stow","MA","768","https://www.stow-ma.gov//finance-committee/links/stow-budget-analysis-tool","https://claim-school.cleargov.com","Link","251"
"Stow","MA","768","https://www.stow-ma.gov//finance-committee/links/stow-budget-analysis-tool","https://www.cleargov.com/assets/js/main.vendor.min.js","Widget","251"
"Stow","MA","768","https://www.stow-ma.gov//finance-committee/links/stow-budget-analysis-tool","https://www.cleargov.com/assets/js/main.client.min.js","Widget","251"
"Stow","MA","768","https://www.stow-ma.gov//finance-committee/links/minuteman-vocational-school-district-budget-analysis-tool","https://claim-civic.cleargov.com","Link","251"
"Stow","MA","768","https://www.stow-ma.gov//finance-committee/links/minuteman-vocational-school-district-budget-analysis-tool","https://claim-school.cleargov.com","Link","251"
"Stow","MA","768","https://www.stow-ma.gov//finance-committee/links/minuteman-vocational-school-district-budget-analysis-tool","https://www.cleargov.com/assets/js/main.vendor.min.js","Widget","251"
"Stow","MA","768","https://www.stow-ma.gov//finance-committee/links/minuteman-vocational-school-district-budget-analysis-tool","https://www.cleargov.com/assets/js/main.client.min.js","Widget","251"
"Sudbury","MA","770","https://sudbury.ma.us/","ERROR","javax.net.ssl.SSLHandshakeException: Remote host closed connection during handshake","6323"
"Sudbury Public Schools","MA","414372","https://www.sudbury.k12.ma.us/","ERROR","javax.net.ssl.SSLHandshakeException: java.security.cert.CertificateException: No subject alternative DNS name matching www.sudbury.k12.ma.us found.","1"
"Surf City","NC","439702","https://www.surfcitync.gov/","ERROR","java.net.SocketException: Connection reset","1"
"Sutton","MA","772","https://www.suttonma.org","https://www.cleargov.com/massachusetts/worcester/town/sutton/2018","Link","108"
"Swampscott","MA","773","https://www.town.swampscott.ma.us/","NONE","NONE","119"
"Swansboro","NC","304552","https://swansboro-nc.org/","NONE","NONE","100"
"Swansea Public Schools","MA","414432","https://www.swanseaschools.org/","NONE","NONE","640"
"Swatara","PA","279682","https://www.swataratwp.com/","NONE","NONE","147"
"Tavares","FL","5542","https://www.tavares.org/","NONE","NONE","580"
"Taylorsville","NC","300972","https://www.taylorsvillenc.com/","NONE","NONE","1"
"Thorp School District","WI","601682","https://www.thorp.k12.wi.us","NONE","NONE","156"
"Tisbury","MA","778","https://www.tisburyma.gov/","NONE","NONE","469"
"Tri County Regional Vocational Technical High School","MA","416532","https://www.tri-county.us/","NONE","NONE","204"
"Tri-Valley School District","NY","516432","https://www.trivalleycsd.org/","NONE","NONE","1101"
"Truro","MA","782","https://www.truro-ma.gov/","NONE","NONE","272"
"Tuscarora School District","PA","523172","https://www.tus.k12.pa.us/apps/pages/index.jsp?uREC_ID=1063539&type=d&pREC_ID=1358336","https://www.cleargov.com/pennsylvania/school/tuscarora-sd/2016","Link","1642"
"Tuscarora School District","PA","523172","https://www.tus.k12.pa.us/apps/pages/index.jsp?uREC_ID=1063539&type=d&pREC_ID=1358354","https://www.cleargov.com/pennsylvania/school/tuscarora-sd/2016","Link","1642"
"Tuscarora School District","PA","523172","https://www.tus.k12.pa.us/apps/pages/index.jsp?uREC_ID=1063539&type=d&pREC_ID=1358355","https://www.cleargov.com/pennsylvania/school/tuscarora-sd/2016","Link","1642"
"Tuscarora School District","PA","523172","https://www.tus.k12.pa.us/apps/pages/index.jsp?uREC_ID=1063539&type=d&pREC_ID=1358341","https://www.cleargov.com/pennsylvania/school/tuscarora-sd/2016","Link","1642"
"Tuscarora School District","PA","523172","https://www.tus.k12.pa.us/apps/pages/index.jsp?uREC_ID=1063539&type=d&pREC_ID=1632516","https://www.cleargov.com/pennsylvania/school/tuscarora-sd/2016","Link","1642"
"Tuscarora School District","PA","523172","https://www.tus.k12.pa.us/apps/pages/index.jsp?uREC_ID=1063539&type=d&pREC_ID=staff","https://www.cleargov.com/pennsylvania/school/tuscarora-sd/2016","Link","1642"
"Tuscarora School District","PA","523172","https://www.tus.k12.pa.us/apps/pages/index.jsp?uREC_ID=1063539&type=d","https://www.cleargov.com/pennsylvania/school/tuscarora-sd/2016","Link","1642"
"Tyngsborough Public Schools","MA","414502","https://www.tyngsboroughps.org/","NONE","NONE","43"
"Unadilla Valley School District","NY","511092","https://www.uvstorm.org/","NONE","NONE","14"
"Upper Brookville","NY","11022","https://upperbrookville.org/","ERROR","javax.net.ssl.SSLHandshakeException: java.security.cert.CertificateException: No subject alternative DNS name matching upperbrookville.org found.","1"
"Upper Cape Regional Vocational Technical  School","MA","416552","https://www.uppercapetech.com/","NONE","NONE","291"
"Upper Mount Bethel","PA","409112","https://umbt.org/","NONE","NONE","95"
"Upton","MA","785","https://www.uptonma.gov/","NONE","NONE","529"
"Wadesboro","NC","297822","https://www.townofwadesboro.org/","ERROR","javax.net.ssl.SSLHandshakeException: java.security.cert.CertificateException: No subject alternative DNS name matching www.townofwadesboro.org found.","1"
"Walpole","MA","789","https://www.walpole-ma.gov","https://www.cleargov.com/massachusetts/norfolk/town/walpole/2018","Link","666"
"Walpole Public Schools","MA","414592","https://www.walpole.k12.ma.us/","ERROR","javax.net.ssl.SSLHandshakeException: java.security.cert.CertificateException: No subject alternative DNS name matching www.walpole.k12.ma.us found.","1"
"Wappingers Falls","NY","11172","https://www.wappingersfallsny.gov/","ERROR","javax.net.ssl.SSLException: Unrecognized SSL message, plaintext connection?","1"
"Wareham","MA","792","https://www.wareham.ma.us/","NONE","NONE","607"
"Warrensburg","NY","1689","https://townofwarrensburg.org/","NONE","NONE","1"
"Warwick","MA","794","https://www.warwickma.org/","ERROR","javax.net.ssl.SSLException: Unrecognized SSL message, plaintext connection?","1"
"Warwick Valley School District","NY","514562","https://www.warwickvalleyschools.com/","NONE","NONE","1751"
"Waxhaw","NC","304332","https://www.waxhaw.com/","NONE","NONE","688"
"Wayland","MA","797","https://www.wayland.ma.us","http://www.cleargov.com/massachusetts/middlesex/town/wayland/","Link","244"
"Wayland","MA","797","https://www.wayland.ma.us/","http://www.cleargov.com/massachusetts/middlesex/town/wayland/","Link","244"
"Wayland Public Schools","MA","414652","https://www.wayland.k12.ma.us//district_info/ClearGov","https://claim-civic.cleargov.com","Link","1627"
"Wayland Public Schools","MA","414652","https://www.wayland.k12.ma.us//district_info/ClearGov","https://claim-school.cleargov.com","Link","1627"
"Wayland Public Schools","MA","414652","https://www.wayland.k12.ma.us//district_info/ClearGov","http://blog.cleargov.com","Link","1627"
"Wayland Public Schools","MA","414652","https://www.wayland.k12.ma.us//district_info/ClearGov","https://www.cleargov.com/assets/js/main.vendor.min.js","Widget","1627"
"Wayland Public Schools","MA","414652","https://www.wayland.k12.ma.us//district_info/ClearGov","https://www.cleargov.com/assets/js/main.client.min.js","Widget","1627"
"Webster Public Schools","MA","414662","https://www.webster-schools.org//Domain/110","http://www.cleargov.com/massachusetts/school/webster/2016","Link","1106"
"Webster Public Schools","MA","414662","https://www.webster-schools.org//Domain/205","http://www.cleargov.com/massachusetts/school/webster/2016","Link","1106"
"Webster Public Schools","MA","414662","https://www.webster-schools.org//Domain/268","http://www.cleargov.com/massachusetts/school/webster/2016","Link","1106"
"Webster Public Schools","MA","414662","https://www.webster-schools.org//Park Avenue","http://www.cleargov.com/massachusetts/school/webster/2016","Link","1106"
"Webster Public Schools","MA","414662","https://www.webster-schools.org//Page/127","http://www.cleargov.com/massachusetts/school/webster/2016","Link","1106"
"Webster Public Schools","MA","414662","https://www.webster-schools.org//Page/304","http://www.cleargov.com/massachusetts/school/webster/2016","Link","1106"
"Webster Public Schools","MA","414662","https://www.webster-schools.org//Webster Middle","http://www.cleargov.com/massachusetts/school/webster/2016","Link","1106"
"Webster Public Schools","MA","414662","https://www.webster-schools.org//Bartlett","http://www.cleargov.com/massachusetts/school/webster/2016","Link","1106"
"Wellesley Public Schools","MA","414672","https://www.wellesley.k12.ma.us/","ERROR","javax.net.ssl.SSLHandshakeException: java.security.cert.CertificateException: No name matching www.wellesley.k12.ma.us found","1"
"West Peoria","IL","588092","https://cityofwestpeoria.org/","ERROR","javax.net.ssl.SSLHandshakeException: Remote host closed connection during handshake","242"
"West Tisbury","MA","809","https://www.westtisbury-ma.gov","https://www.cleargov.com/massachusetts/dukes/town/west-tisbury/2017","Link","233"
"West Tisbury","MA","809","https://www.westtisbury-ma.gov//home/slideshows/west-tisbury-all-seasons","https://www.cleargov.com/massachusetts/dukes/town/west-tisbury/2017","Link","233"
"West Tisbury","MA","809","https://www.westtisbury-ma.gov//about-west-tisbury/pages/local-services","https://www.cleargov.com/massachusetts/dukes/town/west-tisbury/2017","Link","233"
"West Tisbury","MA","809","https://www.westtisbury-ma.gov//home/slideshows/historical-west-tisbury-photos","https://www.cleargov.com/massachusetts/dukes/town/west-tisbury/2017","Link","233"
"West Tisbury","MA","809","https://www.westtisbury-ma.gov//about-west-tisbury/pages/regional-state-information","https://www.cleargov.com/massachusetts/dukes/town/west-tisbury/2017","Link","233"
"West Tisbury","MA","809","https://www.westtisbury-ma.gov/","https://www.cleargov.com/massachusetts/dukes/town/west-tisbury/2017","Link","233"
"West Tisbury","MA","809","https://www.westtisbury-ma.gov//library","https://www.cleargov.com/massachusetts/dukes/town/west-tisbury/2017","Link","233"
"West Tisbury","MA","809","https://www.westtisbury-ma.gov//local-historical-commission","https://www.cleargov.com/massachusetts/dukes/town/west-tisbury/2017","Link","233"
"West Tisbury","MA","809","https://www.westtisbury-ma.gov//fire-department","https://www.cleargov.com/massachusetts/dukes/town/west-tisbury/2017","Link","233"
"West Tisbury","MA","809","https://www.westtisbury-ma.gov//community-visitors/pages/newsother-links","https://www.cleargov.com/massachusetts/dukes/town/west-tisbury/2017","Link","233"
"West Tisbury","MA","809","https://www.westtisbury-ma.gov//community-visitors/pages/services","https://www.cleargov.com/massachusetts/dukes/town/west-tisbury/2017","Link","233"
"West Tisbury","MA","809","https://www.westtisbury-ma.gov/building-department","https://www.cleargov.com/massachusetts/dukes/town/west-tisbury/2017","Link","233"
"West Tisbury","MA","809","https://www.westtisbury-ma.gov//affordable-housing-committee/events/10034","https://www.cleargov.com/massachusetts/dukes/town/west-tisbury/2017","Link","233"
"West Tisbury","MA","809","https://www.westtisbury-ma.gov/calendar/day/2019-01-14","https://www.cleargov.com/massachusetts/dukes/town/west-tisbury/2017","Link","233"
"West Tisbury","MA","809","https://www.westtisbury-ma.gov//calendar/upcoming","https://www.cleargov.com/massachusetts/dukes/town/west-tisbury/2017","Link","233"
"Westwood Public Schools","MA","414852","https://www.westwood.k12.ma.us/","ERROR","java.net.SocketException: Connection reset","1"
"Wheatland-Chili School District","NY","512942","https://www.wheatland.k12.ny.us/","NONE","NONE","3236"
"Whitefish Bay School District","WI","601730","https://www.wfbschools.com","https://www.cleargov.com/wisconsin/school/whitefish-bay/2016","Link","215"
"Whitefish Bay School District","WI","601730","https://www.wfbschools.com","https://www.cleargov.com/wisconsin/school/whitefish-bay/2016","Link","215"
"Whitefish Bay School District","WI","601730","https://www.wfbschools.com/district/DistrictAnnouncements.cfm","https://www.cleargov.com/wisconsin/school/whitefish-bay/2016","Link","215"
"Whitefish Bay School District","WI","601730","https://www.wfbschools.com/district/DistrictAnnouncements.cfm","https://www.cleargov.com/wisconsin/school/whitefish-bay/2016","Link","215"
"Winchendon","MA","825","https://www.townofwinchendon.com/","NONE","NONE","325"
"Winneconne Community School District","WI","601737","https://www.winneconne.k12.wi.us","ERROR","javax.net.ssl.SSLHandshakeException: java.security.cert.CertificateException: No subject alternative DNS name matching www.winneconne.k12.wi.us found.","1"
"Winthrop","MA","828","https://www.town.winthrop.ma.us","https://www.cleargov.com/massachusetts/suffolk/city/winthrop/2016","Link","616"
